id,cleabs,code_insee,nom_commune,iris,code_iris,nom_iris,type_iris,area_km2,bin_count,trilib_count,green_area_m2,CODE_IRIS,COM,P22_POP,P22_PMEN,bin_density,population_density,trilib_density,green_ratio,arrondissement_code,distance_to_paris_centroid_m,predicted_bin_density,priority_score,residual,abs_error,suspected_false_zero,is_special_iris,coverage_zero_type,predicted_bin_density_fullfit,priority_score_fullfit,predicted_bin_density_robust,priority_score_robust
iris_ge.3100,IRIS____0000000751186908,75118,Paris 18e Arrondissement,6908,751186908,Grandes Carrières 8,H,0.0422434203094303,1,0,0.0,751186908,75118,1912.56903884932,1912.56903884932,23.67232559946767,45274.95701910203,0.0,0.0,18,3349.713021045613,48.25676405502661,24.58443845555894,24.58443845555894,24.58443845555894,False,False,observed_non_zero,47.986459950979075,24.314134351511406,54.5116026160113,30.839277016543633
iris_ge.3179,IRIS____0000000751186922,75118,Paris 18e Arrondissement,6922,751186922,Grandes Carrières 22,H,0.080689126508572,0,1,2487.810755899456,751186922,75118,2384.37638330409,2334.70968283527,0.0,29550.15733192732,12.393243591424492,0.0308320447072278,18,4369.327795158645,70.48087980031339,70.48087980031339,70.48087980031339,70.48087980031339,True,False,suspected_false_zero,24.597688844711854,24.597688844711854,56.006753144631574,56.006753144631574
iris_ge.3182,IRIS____0000000751186923,75118,Paris 18e Arrondissement,6923,751186923,Grandes Carrières 23,H,0.0688141147095229,0,2,0.0,751186923,75118,3989.88437623125,3989.88437623125,0.0,57980.61041798308,29.0638048377483,0.0,18,4321.102367336078,46.61056582830981,46.61056582830981,46.61056582830981,46.61056582830981,True,False,suspected_false_zero,20.94613326407639,20.94613326407639,100.04963410032023,100.04963410032023
iris_ge.3424,IRIS____0000000751208018,75120,Paris 20e Arrondissement,8018,751208018,Charonne 18,H,0.0451301375200779,3,0,5803.947859683173,751208018,75120,2468.91554020052,2435.91555493384,66.47442628920263,54706.581363775455,0.0,0.1286047013949615,20,4605.647213021622,53.84745101045668,-12.626975278745945,-12.626975278745945,12.626975278745945,False,False,observed_non_zero,66.22726540633245,-0.24716088287017612,81.66676378002394,15.192337490821316
iris_ge.3592,IRIS____0000000751186924,75118,Paris 18e Arrondissement,6924,751186924,Grandes Carrières 24,H,0.0759938053661356,1,1,2728.6709718518423,751186924,75118,3195.80736440798,3180.47402063908,13.15896730242725,42053.52461310082,13.15896730242725,0.0359064920976807,18,4549.715300533228,60.75643503801332,47.59746773558607,47.59746773558607,47.59746773558607,False,False,observed_non_zero,35.92006608868129,22.76109878625404,41.70417305118004,28.545205748752792
iris_ge.3621,IRIS____0000000751187021,75118,Paris 18e Arrondissement,7021,751187021,Clignancourt 21,H,0.0763091599368447,0,1,5558.679850351767,751187021,75118,3901.70168745752,3761.70159217629,0.0,51130.18791828741,13.104586668594225,0.0728442018619031,18,4092.8422035800263,72.88556178644113,72.88556178644113,72.88556178644113,72.88556178644113,True,False,suspected_false_zero,28.08336691186607,28.08336691186607,75.44332992522011,75.44332992522011
iris_ge.3642,IRIS____0000000751187022,75118,Paris 18e Arrondissement,7022,751187022,Clignancourt 22,H,0.0482061822160554,0,0,0.0,751187022,75118,3002.30929534388,2964.30926948184,0.0,62280.58637557767,0.0,0.0,18,4104.7846641639735,54.270032987902994,54.270032987902994,54.270032987902994,54.270032987902994,True,False,suspected_false_zero,15.997063430000257,15.997063430000257,84.27058272099781,84.27058272099781
iris_ge.3649,IRIS____0000000751187023,75118,Paris 18e Arrondissement,7023,751187023,Clignancourt 23,H,0.0346234175370782,0,1,0.0,751187023,75118,2739.47204407331,2739.47204407331,0.0,79121.94228485978,28.88218642567846,0.0,18,4246.427518281231,120.3363843299548,120.3363843299548,120.3363843299548,120.3363843299548,True,False,suspected_false_zero,44.82556467344471,44.82556467344471,150.59124161663513,150.59124161663513
iris_ge.3670,IRIS____0000000751187024,75118,Paris 18e Arrondissement,7024,751187024,Clignancourt 24,H,0.0317846881919723,0,0,0.0,751187024,75118,1857.75512920196,1857.75512920196,0.0,58448.11558262074,0.0,0.0,18,4273.933416463351,43.05185711260549,43.05185711260549,43.05185711260549,43.05185711260549,True,False,suspected_false_zero,20.886956701248213,20.886956701248213,122.6904801109572,122.6904801109572
iris_ge.3685,IRIS____0000000751197308,75119,Paris 19e Arrondissement,7308,751197308,Villette 8,H,0.0669251650406577,0,1,457.8776433731453,751197308,75119,3244.26835655243,3244.26835655243,0.0,48476.06060562577,14.942062517029132,0.0068416363724315,19,4003.411730957404,68.33934083856191,68.33934083856191,68.33934083856191,68.33934083856191,True,False,suspected_false_zero,33.484698885538776,33.484698885538776,107.98352873934925,107.98352873934925
iris_ge.3733,IRIS____0000000751197309,75119,Paris 19e Arrondissement,7309,751197309,Villette 9,H,0.082487227305814,0,0,0.0,751197309,75119,2682.9125738145,2632.91269056499,0.0,32525.187976895373,0.0,0.0,19,4319.047249429459,30.76461424386435,30.76461424386435,30.76461424386435,30.76461424386435,False,False,potential_true_zero,14.649333510159762,14.649333510159762,14.764988183792674,14.764988183792674
iris_ge.3772,IRIS____0000000751197310,75119,Paris 19e Arrondissement,7310,751197310,Villette 10,H,0.0760711504895571,7,1,8351.509584849247,751197310,75119,4502.98808429536,4502.98808429536,92.01911572194427,59194.42594618728,13.145587960277757,0.1097855038487385,19,4340.776834205493,59.70792197860449,-32.311193743339786,-32.311193743339786,32.311193743339786,False,False,observed_non_zero,79.34209084335343,-12.677024878590842,91.13086318408584,-0.8882525378584347
iris_ge.3825,IRIS____0000000751197311,75119,Paris 19e Arrondissement,7311,751197311,Villette 11,H,0.0489623991993492,4,0,596.3149606537772,751197311,75119,2658.23623169949,2658.23623169949,81.69534306752611,54291.380225804416,0.0,0.0121790388217271,19,4376.657842262263,38.82636149350341,-42.8689815740227,-42.8689815740227,42.8689815740227,False,False,observed_non_zero,67.27797353315509,-14.41736953437102,78.30479512420791,-3.3905479433181966
iris_ge.3829,IRIS____0000000751197312,75119,Paris 19e Arrondissement,7312,751197312,Villette 12,H,0.0446563196895205,3,0,420.8670968429267,751197312,75119,1887.44279730726,1870.44283700242,67.17974120702134,42265.972888719385,0.0,0.0094245808828194,19,4484.399486692212,32.32998486388688,-34.84975634313446,-34.84975634313446,34.84975634313446,False,False,observed_non_zero,57.05081689573689,-10.12892431128445,63.694545810159724,-3.485195396861613
iris_ge.3852,IRIS____0000000751197313,75119,Paris 19e Arrondissement,7313,751197313,Villette 13,H,0.0522204245307412,4,1,357.68819626540454,751197313,75119,2813.95937642873,2725.95958190959,76.59838149429962,53886.18345628733,19.149595373574904,0.0068495842283863,19,4559.111070784856,37.22819266291417,-39.37018883138545,-39.37018883138545,39.37018883138545,False,False,observed_non_zero,65.74762324628855,-10.850758248011061,75.22875275883351,-1.369628735466108
iris_ge.4201,IRIS____0000000751197314,75119,Paris 19e Arrondissement,7314,751197314,Villette 14,H,0.0896178732591526,6,0,1826.652483227782,751197314,75119,2538.45302577144,2343.45348109835,66.9509304539005,28325.298664819496,0.0,0.0203826805613379,19,4624.333661339015,26.33828615381117,-40.61264430008933,-40.61264430008933,40.61264430008933,False,False,observed_non_zero,50.84994698013888,-16.100983473761616,57.675590880987556,-9.27533957291294
iris_ge.4216,IRIS____0000000751197315,75119,Paris 19e Arrondissement,7315,751197315,Villette 15,H,0.048428414685399,1,1,0.0,751197315,75119,2662.54825455629,2662.54825455629,20.649034383970776,54979.0504573142,20.649034383970776,0.0,19,4670.485624648162,23.596779062833757,2.947744678862982,2.947744678862982,2.947744678862982,False,False,observed_non_zero,20.324809617912752,-0.3242247660580233,43.29761680525511,22.648582421284335
iris_ge.4316,IRIS____0000000751197316,75119,Paris 19e Arrondissement,7316,751197316,Villette 16,H,0.0702605190484244,3,1,0.0,751197316,75119,3407.23579324322,3407.23579324322,42.69823281453931,48494.315717976846,14.232744271513104,0.0,19,4585.781394223798,33.79869870948304,-8.899534105056269,-8.899534105056269,8.899534105056269,False,False,observed_non_zero,42.20226238207619,-0.49597043246311756,62.386107960131106,19.687875145591796
iris_ge.4349,IRIS____0000000751197317,75119,Paris 19e Arrondissement,7317,751197317,Villette 17,H,0.0460641509205064,0,1,0.0,751197317,75119,1878.15177055663,1865.58769732983,0.0,40772.52555458545,21.70885558545764,0.0,19,4584.863036932766,40.55019371067522,40.55019371067522,40.55019371067522,40.55019371067522,True,False,suspected_false_zero,16.42716223259975,16.42716223259975,67.90001460420598,67.90001460420598
iris_ge.4589,IRIS____0000000751135109,75113,Paris 13e Arrondissement,5109,751135109,Maison Blanche 9,H,0.0927568927228815,10,1,8022.813266649617,751135109,75113,2603.8848916735,2603.8848916735,107.80869977906424,28072.144454566955,10.780869977906422,0.0864929066847722,13,3811.309866896172,88.10330257558965,-19.70539720347459,-19.70539720347459,19.70539720347459,False,False,observed_non_zero,101.87013970998835,-5.938560069075891,103.0599933667692,-4.748706412295036
iris_ge.4773,IRIS____0000000751135121,75113,Paris 13e Arrondissement,5121,751135121,Maison Blanche 21,H,0.056282634409384,7,1,4903.767118021171,751135121,75113,1533.76149853977,1533.76149853977,124.37228771283117,27251.06091132162,17.767469673261594,0.0871275335541785,13,3121.4861382618715,87.19890508053146,-37.173382632299706,-37.173382632299706,37.173382632299706,False,False,observed_non_zero,111.48562866599156,-12.886659046839611,118.55143552676998,-5.820852186061188
iris_ge.4781,IRIS____0000000751135122,75113,Paris 13e Arrondissement,5122,751135122,Maison Blanche 22,H,0.1045033959898593,8,1,781.3318918498829,751135122,75113,3286.12204297989,3177.12222383906,76.5525361565886,31445.1220637726,9.569067019573575,0.0074766172376417,13,3361.0475433710817,47.009655747115794,-29.542880409472808,-29.542880409472808,29.542880409472808,False,False,observed_non_zero,66.05344190452894,-10.499094252059663,75.92256460583644,-0.6299715507521597
iris_ge.4986,IRIS____0000000751135123,75113,Paris 13e Arrondissement,5123,751135123,Maison Blanche 23,H,0.0550601780761776,6,0,234.92328981515573,751135123,75113,2029.05575283048,2029.05575283048,108.97167807373953,36851.601715185374,0.0,0.0042666641849601,13,3124.6645374913155,50.856683472948006,-58.11499460079152,-58.11499460079152,58.11499460079152,False,False,observed_non_zero,79.0107727535299,-29.96090532020962,85.01130422227047,-23.960373851469058
iris_ge.5172,IRIS____0000000751155915,75115,Paris 15e Arrondissement,5915,751155915,Grenelle 15,H,0.0603613096988011,1,0,4637.845335588399,751155915,75115,2074.74264809634,1998.09313805772,16.566903617398836,34372.06148191889,0.0,0.0768347366670957,15,3555.036763033849,88.67771213966464,72.1108085222658,72.1108085222658,72.1108085222658,False,False,observed_non_zero,42.43704702654808,25.870143409149243,60.583934827452296,44.01703121005346
iris_ge.5184,IRIS____0000000751031003,75103,Paris 3e Arrondissement,1003,751031003,Enfants Rouges 3,H,0.0676623588761882,2,0,253.35825731976863,751031003,75103,2364.31246609989,2364.31246609989,29.55853199944884,34942.8028429547,0.0,0.0037444490781554,03,1509.369593199881,78.80044788194358,49.241915882494744,49.241915882494744,49.241915882494744,False,False,observed_non_zero,55.44604813163985,25.88751613219101,62.135119481260126,32.57658748181129
iris_ge.5285,IRIS____0000000751155916,75115,Paris 15e Arrondissement,5916,751155916,Grenelle 16,H,0.0454393814022281,0,0,5604.324603885398,751155916,75115,2286.89283330152,2286.89283330152,0.0,50328.43235822263,0.0,0.1233362873996031,15,3636.308456973445,44.6151177146001,44.6151177146001,44.6151177146001,44.6151177146001,True,False,suspected_false_zero,61.61614788932101,61.61614788932101,194.78210383002465,194.78210383002465
iris_ge.5331,IRIS____0000000751155917,75115,Paris 15e Arrondissement,5917,751155917,Grenelle 17,H,0.0700301320829534,1,0,0.0,751155917,75115,2978.13393123827,2913.13398433331,14.279567526953407,42526.464575428094,0.0,0.0,15,3442.844332956025,65.55889515561218,51.27932762865877,51.27932762865877,51.27932762865877,False,False,observed_non_zero,40.66845902326171,26.388891496308304,47.943910622624635,33.66434309567123
iris_ge.5393,IRIS____0000000751156003,75115,Paris 15e Arrondissement,6003,751156003,Javel 3,H,0.0725523525006479,0,0,15916.729168860886,751156003,75115,2516.22764196938,2516.22764196938,0.0,34681.54450190859,0.0,0.2193826749962207,15,4764.091330315626,24.56259663184645,24.56259663184645,24.56259663184645,24.56259663184645,True,False,suspected_false_zero,8.364794954024767,8.364794954024767,48.32203448947,48.32203448947
iris_ge.5405,IRIS____0000000751156004,75115,Paris 15e Arrondissement,6004,751156004,Javel 4,H,0.0813577125794782,0,0,0.0,751156004,75115,3364.98925578815,3313.65596438628,0.0,41360.42114631599,0.0,0.0,15,4479.675339644628,17.765335879407164,17.765335879407164,17.765335879407164,17.765335879407164,True,False,suspected_false_zero,11.162392112570894,11.162392112570894,27.41920435142484,27.41920435142484
iris_ge.5409,IRIS____0000000751156005,75115,Paris 15e Arrondissement,6005,751156005,Javel 5,H,0.0528435434937245,5,0,0.0,751156005,75115,2930.09882554329,2930.09882554329,94.61893865224567,55448.56820381952,0.0,0.0,15,4783.275697126658,20.552417322796764,-74.0665213294489,-74.0665213294489,74.0665213294489,False,False,observed_non_zero,55.37763432731522,-39.241304324930454,76.17077913510744,-18.448159517138237
iris_ge.5444,IRIS____0000000751156006,75115,Paris 15e Arrondissement,6006,751156006,Javel 6,H,0.045144933395936,4,0,8052.628773656249,751156006,75115,1846.2809614711,1846.2809614711,88.60351979963455,40896.74793134823,0.0,0.1783728132464395,15,4590.151557521977,73.17117049612679,-15.432349303507763,-15.432349303507763,15.432349303507763,False,False,observed_non_zero,88.20552000404207,-0.397999795592483,98.37066439297634,9.767144593341783
iris_ge.5460,IRIS____0000000751156007,75115,Paris 15e Arrondissement,6007,751156007,Javel 7,H,0.0741527924317674,6,0,3295.103864651758,751156007,75115,2747.37622005483,2747.37622005483,80.91401285421543,37050.20579748038,0.0,0.0444366794100678,15,5018.340995770906,21.07646127270942,-59.837551581506006,-59.837551581506006,59.837551581506006,False,False,observed_non_zero,53.58905639031168,-27.324956463903746,65.7498592147242,-15.164153639491232
iris_ge.5545,IRIS____0000000751156008,75115,Paris 15e Arrondissement,6008,751156008,Javel 8,H,0.0643722950393148,9,1,16351.896643806118,751156008,75115,1721.2059706615,1721.2059706615,139.81169996352187,26738.30363839423,15.53463332928021,0.2540207185998157,15,5051.459109891475,26.929674033106267,-112.88202593041561,-112.88202593041561,112.88202593041561,False,False,observed_non_zero,98.87035891029738,-40.94134105322449,108.71724596931956,-31.09445399420231
iris_ge.5733,IRIS____0000000751156009,75115,Paris 15e Arrondissement,6009,751156009,Javel 9,H,0.0264774163996241,4,0,0.0,751156009,75115,1584.05554310903,1584.05554310903,151.0721416178953,59826.66583479487,0.0,0.0,15,5131.179298455473,22.280941280050865,-128.79120033784446,-128.79120033784446,128.79120033784446,False,False,observed_non_zero,83.1249728389399,-67.94716877895542,113.01932514447208,-38.052816473423235
iris_ge.5759,IRIS____0000000751156010,75115,Paris 15e Arrondissement,6010,751156010,Javel 10,H,0.0689613839563162,6,1,6137.222992476107,751156010,75115,2794.07499721011,2794.07499721011,87.00521445162292,40516.51572103056,14.500869075270488,0.0889950670996357,15,5023.013223726542,42.583534081303306,-44.42168037031961,-44.42168037031961,44.42168037031961,False,False,observed_non_zero,63.09946038344951,-23.905754068173408,78.47001014299778,-8.53520430862514
iris_ge.5782,IRIS____0000000751156012,75115,Paris 15e Arrondissement,6012,751156012,Javel 12,H,0.0933977114006391,15,1,3110.0661939245365,751156012,75115,3839.67851201317,3755.6785806283,160.60350703515584,41111.055661122926,10.70690046901039,0.0332991691903839,15,4866.315127519688,39.09327334375151,-121.51023369140432,-121.51023369140432,121.51023369140432,False,False,observed_non_zero,87.8918618176308,-72.71164521752505,97.16944732540276,-63.434059709753086
iris_ge.5854,IRIS____0000000751156013,75115,Paris 15e Arrondissement,6013,751156013,Javel 13,H,0.0653247748842585,4,0,0.0,751156013,75115,2149.17413590336,2149.17413590336,61.23251105093191,32899.83225676988,0.0,0.0,15,4725.730717435828,15.949908798151704,-45.28260225278021,-45.28260225278021,45.28260225278021,False,False,observed_non_zero,40.8666877559761,-20.36582329495581,44.51327442598271,-16.719236624949204
iris_ge.5919,IRIS____0000000751197610,75119,Paris 19e Arrondissement,7610,751197610,Combat 10,H,0.0408124307341489,4,0,0.0,751197610,75119,1555.18507256701,1555.18507256701,98.00935470018668,38105.671350413904,0.0,0.0,19,3177.991948670852,45.586588218389196,-52.42276648179748,-52.42276648179748,52.42276648179748,False,False,observed_non_zero,70.06715241228089,-27.942202287905786,92.21387820179834,-5.795476498388339
iris_ge.6607,IRIS____0000000751020601,75102,Paris 2e Arrondissement,0601,751020601,Vivienne 1,H,0.1175728840040389,0,0,3419.6279844192813,751020601,75102,1624.89202226583,1624.89202226583,0.0,13820.295691734593,0.0,0.0290851756626282,02,1265.45451825056,74.78093660696344,74.78093660696344,74.78093660696344,74.78093660696344,False,False,potential_true_zero,47.485410592499335,47.485410592499335,48.66121639229183,48.66121639229183
iris_ge.7114,IRIS____0000000751051807,75105,Paris 5e Arrondissement,1807,751051807,Jardin des Plantes 7,H,0.0616970570400371,5,0,1339.9133933992707,751051807,75105,2136.12880141677,2136.12880141677,81.0411426391918,34622.86377826046,0.0,0.0217176224877267,05,1651.8655508057357,81.69550622247019,0.6543635832783821,0.6543635832783821,0.6543635832783821,False,False,observed_non_zero,85.368810423371,4.327667784179198,88.18936091528991,7.148218276098106
iris_ge.9450,IRIS____0000000751082901,75108,Paris 8e Arrondissement,2901,751082901,Champs Élysées 1,H,0.1193199967610943,0,0,0.0,751082901,75108,1030.49881159615,803.500562275957,0.0,8636.43010030785,0.0,0.0,08,3165.533921593032,149.7446782724782,149.7446782724782,149.7446782724782,149.7446782724782,False,False,potential_true_zero,83.46252705480539,83.46252705480539,63.52702241122325,63.52702241122325
iris_ge.9463,IRIS____0000000751103702,75110,Paris 10e Arrondissement,3702,751103702,Saint-Vincent de Paul 2,H,0.0554292937519554,4,0,9.543014764301622,751103702,75110,1946.22376579826,1946.22376579826,72.1640080405839,35111.82687096028,0.0,0.0001721655485456,10,3089.2901577898538,37.74775886679163,-34.416249173792266,-34.416249173792266,34.416249173792266,False,False,observed_non_zero,57.45702753364888,-14.706980506935011,67.87245187265559,-4.291556167928306
iris_ge.9474,IRIS____0000000751103805,75110,Paris 10e Arrondissement,3805,751103805,Porte Saint-Denis 5,H,0.0729272856672349,0,0,0.0,751103805,75110,2355.90573598164,2322.90562480749,0.0,32304.859757588783,0.0,0.0,10,2163.24091228534,54.131877236774216,54.131877236774216,54.131877236774216,54.131877236774216,False,False,potential_true_zero,23.750991871273254,23.750991871273254,24.002686002348945,24.002686002348945
iris_ge.9642,IRIS____0000000751103905,75110,Paris 10e Arrondissement,3905,751103905,Porte Saint-Martin 5,H,0.0480503245206719,0,0,0.0,751103905,75110,1872.40639315419,1872.40639315419,0.0,38967.61180767167,0.0,0.0,10,1821.0438141225425,59.553372005359705,59.553372005359705,59.553372005359705,59.553372005359705,True,False,suspected_false_zero,29.19837355832255,29.19837355832255,66.05457546639165,66.05457546639165
iris_ge.9646,IRIS____0000000751010201,75101,Paris 1er Arrondissement,0201,751010201,Les Halles 1,H,0.0783412524177327,15,0,0.0,751010201,75101,2122.45844727039,2059.46042198018,191.47000510046365,27092.47531495892,0.0,0.0,01,665.6385636204612,202.85831100251738,11.38830590205373,11.38830590205373,11.38830590205373,False,False,observed_non_zero,200.2875606435289,8.817555543065254,200.68284262591857,9.212837525454916
iris_ge.9727,IRIS____0000000751104011,75110,Paris 10e Arrondissement,4011,751104011,Hôpital Saint-Louis 11,H,0.0610475212662198,2,0,0.0,751104011,75110,2065.21543280712,2049.54871336081,32.76136292705934,33829.636158379,0.0,0.0,10,3346.9443067489387,56.36960964180426,23.608246714744922,23.608246714744922,23.608246714744922,False,False,observed_non_zero,44.36717125217033,11.605808325110992,54.309052197380055,21.547689270320717
iris_ge.9797,IRIS____0000000751114101,75111,Paris 11e Arrondissement,4101,751114101,Folie Méricourt 1,H,0.0495683144671937,0,0,0.0,751114101,75111,2994.01373714878,2820.01320717309,0.0,60401.76611472914,0.0,0.0,11,3028.404453116633,36.396585257897904,36.396585257897904,36.396585257897904,36.396585257897904,True,False,suspected_false_zero,14.000061104695545,14.000061104695545,82.7259671074609,82.7259671074609
iris_ge.9812,IRIS____0000000751114112,75111,Paris 11e Arrondissement,4112,751114112,Folie Méricourt 12,H,0.0313566918337658,2,0,3.211404657256746,751114112,75111,1726.5030542774,1726.5030542774,63.7822385920935,55060.11486894964,0.0,0.0001024152890324,11,2869.633172948075,32.56673829870857,-31.215500293384927,-31.215500293384927,31.215500293384927,False,False,observed_non_zero,48.45388449634316,-15.328354095750342,90.5267377219132,26.744499129819694
iris_ge.9819,IRIS____0000000751114113,75111,Paris 11e Arrondissement,4113,751114113,Folie Méricourt 13,H,0.0370931097959941,3,1,2488.708727536829,751114113,75111,1393.78787385697,1350.78774288596,80.87755425467145,37575.38479579009,26.959184751557157,0.067093558378478,11,2751.958780156281,142.92595104649712,62.04839679182567,62.04839679182567,62.04839679182567,False,False,observed_non_zero,131.60888666825946,50.73133241358801,126.26647549323866,45.38892123856721
iris_ge.9837,IRIS____0000000751114114,75111,Paris 11e Arrondissement,4114,751114114,Folie Méricourt 14,H,0.0354749374188476,3,1,0.0,751114114,75111,1512.63495362105,1500.63491707101,84.56674537799508,42639.53832424224,28.18891512599836,0.0,11,2619.030736599193,108.01379255239941,23.447047174404332,23.447047174404332,23.447047174404332,False,False,observed_non_zero,103.19130421218532,18.62455883419024,103.40422057646796,18.837475198472887
iris_ge.9861,IRIS____0000000751114115,75111,Paris 11e Arrondissement,4115,751114115,Folie Méricourt 15,H,0.0422444604630598,2,0,0.0,751114115,75111,1967.51693709523,1967.51693709523,47.34348546713893,46574.55475885887,0.0,0.0,11,2457.0284525253323,16.36232174771154,-30.981163719427393,-30.981163719427393,30.981163719427393,False,False,observed_non_zero,34.48373695287036,-12.859748514268574,52.52477741960325,5.1812919524643135
iris_ge.9903,IRIS____0000000751114208,75111,Paris 11e Arrondissement,4208,751114208,Saint-Ambroise 8,H,0.0590530732290188,0,0,311.5148294590241,751114208,75111,2135.85966643287,2135.85966643287,0.0,36168.47607828311,0.0,0.005275167106899,11,2029.347182796653,46.609134812583,46.609134812583,46.609134812583,46.609134812583,True,False,suspected_false_zero,24.316607107077765,24.316607107077765,60.50933545122875,60.50933545122875
iris_ge.9914,IRIS____0000000751114209,75111,Paris 11e Arrondissement,4209,751114209,Saint-Ambroise 9,H,0.0769759543577286,1,1,0.0,751114209,75111,2560.15229425645,2560.15229425645,12.99106985218685,33259.117286921966,12.99106985218685,0.0,11,2035.638982007026,48.06783939380671,35.07676954161985,35.07676954161985,35.07676954161985,False,False,observed_non_zero,27.76813534969914,14.77706549751229,35.871654231222244,22.880584379035394
iris_ge.9916,IRIS____0000000751114210,75111,Paris 11e Arrondissement,4210,751114210,Saint-Ambroise 10,H,0.063234990162093,2,2,2948.64085910736,751114210,75111,2926.03988115192,2926.03988115192,31.62805900456871,46272.481005397065,31.62805900456871,0.0466298935375648,11,2340.045714662691,112.05490806599569,80.42684906142698,80.42684906142698,80.42684906142698,False,False,observed_non_zero,66.09876086226488,34.47070185769617,71.43946286736752,39.81140386279881
iris_ge.9942,IRIS____0000000751114211,75111,Paris 11e Arrondissement,4211,751114211,Saint-Ambroise 11,H,0.0403867425284926,0,0,0.0,751114211,75111,1849.35062508912,1849.35062508912,0.0,45791.03213844032,0.0,0.0,11,2423.758172575981,38.840219143160155,38.840219143160155,38.840219143160155,38.840219143160155,True,False,suspected_false_zero,20.426235647115625,20.426235647115625,66.39199632687637,66.39199632687637
iris_ge.9987,IRIS____0000000751010202,75101,Paris 1er Arrondissement,0202,751010202,Les Halles 2,H,0.070047258687939,15,0,293.78625873690913,751010202,75101,1665.70343619574,1665.70343619574,214.1411424367809,23779.709119188494,0.0,0.0041941150052099,01,446.2239799326033,157.06796659568454,-57.07317584109637,-57.07317584109637,57.07317584109637,False,False,observed_non_zero,191.23555385444567,-22.90558858233524,199.12602796867353,-15.015114468107384
iris_ge.9998,IRIS____0000000751114212,75111,Paris 11e Arrondissement,4212,751114212,Saint-Ambroise 12,H,0.0593994095080539,0,0,0.0,751114212,75111,1787.64789768467,1775.64786113462,0.0,30095.381629042706,0.0,0.0,11,2625.5497510457744,38.1653163331672,38.1653163331672,38.1653163331672,38.1653163331672,False,False,potential_true_zero,17.124081152173773,17.124081152173773,22.893425163573507,22.893425163573507
iris_ge.10007,IRIS____0000000751114213,75111,Paris 11e Arrondissement,4213,751114213,Saint-Ambroise 13,H,0.0536263389469792,1,0,0.0,751114213,75111,1837.77106946336,1837.77106946336,18.647553042707383,34269.93349817108,0.0,0.0,11,2810.7513570388824,45.54541873425074,26.897865691543355,26.897865691543355,26.897865691543355,False,False,observed_non_zero,30.654290428828098,12.006737386120715,35.8192904962483,17.171737453540917
iris_ge.10054,IRIS____0000000751114214,75111,Paris 11e Arrondissement,4214,751114214,Saint-Ambroise 14,H,0.0389370094292009,1,2,1856.3237218707395,751114214,75111,1608.83448620147,1572.83437655133,25.68250655763118,41318.902242012446,51.36501311526236,0.0476750461600315,11,2993.886881939884,149.62085117031305,123.93834461268187,123.93834461268187,123.93834461268187,False,False,observed_non_zero,89.97102613460602,64.28851957697483,87.9192029820302,62.23669642439902
iris_ge.10058,IRIS____0000000751114304,75111,Paris 11e Arrondissement,4304,751114304,Roquette 4,H,0.0384942218374326,5,2,0.0,751114304,75111,1667.18407805308,1667.18407805308,129.8896239834595,43309.98260190503,51.9558495933838,0.0,11,3131.3598503380786,94.28412714804922,-35.60549683541028,-35.60549683541028,35.60549683541028,False,False,observed_non_zero,128.26057094672012,-1.6290530367393785,124.38595714336392,-5.503666840095576
iris_ge.10127,IRIS____0000000751114305,75111,Paris 11e Arrondissement,4305,751114305,Roquette 5,H,0.0882921388933277,2,0,1626.0328214203828,751114305,75111,3348.54177841347,3321.54169617587,22.65207327705977,37925.70686795899,0.0,0.0184165073108593,11,3006.052714689229,73.41717447819389,50.765101201134115,50.765101201134115,50.765101201134115,False,False,observed_non_zero,44.66537268650676,22.013299409446986,52.7742488287374,30.12217555167763
iris_ge.10197,IRIS____0000000751010203,75101,Paris 1er Arrondissement,0203,751010203,Les Halles 3,H,0.0897767943449666,43,0,886.4553753224598,751010203,75101,2372.58504426367,2366.58523233127,478.96564266677655,26427.598151333284,0.0,0.0098739922915521,01,647.2355445773273,128.81574688674542,-350.1498957800311,-350.1498957800311,350.1498957800311,False,False,observed_non_zero,322.23738511582076,-156.7282575509558,331.72034588459127,-147.24529678218528
iris_ge.10205,IRIS____0000000751114306,75111,Paris 11e Arrondissement,4306,751114306,Roquette 6,H,0.0677551530749725,0,2,672.3314086107054,751114306,75111,2728.61212547508,2728.61212547508,0.0,40271.65465120875,29.51805005571984,0.0099229560867017,11,2886.336810746737,79.03451826582973,79.03451826582973,79.03451826582973,79.03451826582973,True,False,suspected_false_zero,33.38619131135301,33.38619131135301,65.62566882654252,65.62566882654252
iris_ge.10221,IRIS____0000000751114307,75111,Paris 11e Arrondissement,4307,751114307,Roquette 7,H,0.0570676316046008,0,0,24.052346900682476,751114307,75111,2636.90176401851,2636.90176401851,0.0,46206.60941895338,0.0,0.0004214709148494,11,2721.5790619647,25.876432697191195,25.876432697191195,25.876432697191195,25.876432697191195,True,False,suspected_false_zero,16.887912454651662,16.887912454651662,61.12080382742609,61.12080382742609
iris_ge.10269,IRIS____0000000751114308,75111,Paris 11e Arrondissement,4308,751114308,Roquette 8,H,0.0399724734446605,0,0,0.0,751114308,75111,1501.14326866365,1339.142775238,0.0,37554.4253157586,0.0,0.0,11,2621.4877470834585,42.20582053374396,42.20582053374396,42.20582053374396,42.20582053374396,True,False,suspected_false_zero,18.192185375664252,18.192185375664252,64.50191091484385,64.50191091484385
