id,cleabs,code_insee,nom_commune,iris,code_iris,nom_iris,type_iris,area_km2,bin_count,trilib_count,green_area_m2,CODE_IRIS,COM,P22_POP,P22_PMEN,bin_density,population_density,trilib_density,green_ratio,arrondissement_code,distance_to_paris_centroid_m
iris_ge.4216,IRIS____0000000751197315,75119,Paris 19e Arrondissement,7315,751197315,Villette 15,H,0.04842841468539904,1,1,0.0,751197315,75119,2662.54825455629,2662.54825455629,20.649034383970776,54979.0504573142,20.649034383970776,0.0,19,4670.485624648162
iris_ge.4316,IRIS____0000000751197316,75119,Paris 19e Arrondissement,7316,751197316,Villette 16,H,0.07026051904842442,3,1,0.0,751197316,75119,3407.23579324322,3407.23579324322,42.69823281453931,48494.315717976846,14.232744271513104,0.0,19,4585.781394223798
iris_ge.4349,IRIS____0000000751197317,75119,Paris 19e Arrondissement,7317,751197317,Villette 17,H,0.04606415092050645,0,1,0.0,751197317,75119,1878.15177055663,1865.58769732983,0.0,40772.52555458545,21.708855585457638,0.0,19,4584.863036932766
iris_ge.4589,IRIS____0000000751135109,75113,Paris 13e Arrondissement,5109,751135109,Maison Blanche 9,H,0.09275689272288151,10,1,8022.813266649617,751135109,75113,2603.8848916735,2603.8848916735,107.80869977906423,28072.144454566955,10.780869977906422,0.0864929066847722,13,3811.3098668961716
iris_ge.4773,IRIS____0000000751135121,75113,Paris 13e Arrondissement,5121,751135121,Maison Blanche 21,H,0.05628263440938402,7,1,4903.767118021171,751135121,75113,1533.76149853977,1533.76149853977,124.37228771283115,27251.06091132162,17.767469673261594,0.08712753355417857,13,3121.4861382618715
iris_ge.4781,IRIS____0000000751135122,75113,Paris 13e Arrondissement,5122,751135122,Maison Blanche 22,H,0.1045033959898593,8,1,781.3318918498829,751135122,75113,3286.12204297989,3177.12222383906,76.5525361565886,31445.1220637726,9.569067019573575,0.007476617237641742,13,3361.0475433710817
iris_ge.4986,IRIS____0000000751135123,75113,Paris 13e Arrondissement,5123,751135123,Maison Blanche 23,H,0.05506017807617764,6,0,234.92328981515573,751135123,75113,2029.05575283048,2029.05575283048,108.97167807373951,36851.601715185374,0.0,0.00426666418496016,13,3124.6645374913155
iris_ge.5172,IRIS____0000000751155915,75115,Paris 15e Arrondissement,5915,751155915,Grenelle 15,H,0.06036130969880114,1,0,4637.8453355883985,751155915,75115,2074.74264809634,1998.09313805772,16.566903617398836,34372.06148191889,0.0,0.07683473666709575,15,3555.036763033849
iris_ge.5184,IRIS____0000000751031003,75103,Paris 3e Arrondissement,1003,751031003,Enfants Rouges 3,H,0.0676623588761882,2,0,253.35825731976865,751031003,75103,2364.31246609989,2364.31246609989,29.55853199944884,34942.8028429547,0.0,0.0037444490781554872,03,1509.3695931998807
iris_ge.5285,IRIS____0000000751155916,75115,Paris 15e Arrondissement,5916,751155916,Grenelle 16,H,0.045439381402228175,0,0,5604.324603885398,751155916,75115,2286.89283330152,2286.89283330152,0.0,50328.43235822263,0.0,0.12333628739960317,15,3636.308456973445
iris_ge.5331,IRIS____0000000751155917,75115,Paris 15e Arrondissement,5917,751155917,Grenelle 17,H,0.07003013208295344,1,0,0.0,751155917,75115,2978.13393123827,2913.13398433331,14.279567526953407,42526.464575428094,0.0,0.0,15,3442.844332956025
iris_ge.5393,IRIS____0000000751156003,75115,Paris 15e Arrondissement,6003,751156003,Javel 3,H,0.07255235250064793,0,0,15916.729168860886,751156003,75115,2516.22764196938,2516.22764196938,0.0,34681.54450190859,0.0,0.2193826749962207,15,4764.091330315626
iris_ge.5405,IRIS____0000000751156004,75115,Paris 15e Arrondissement,6004,751156004,Javel 4,H,0.08135771257947824,0,0,0.0,751156004,75115,3364.98925578815,3313.65596438628,0.0,41360.42114631599,0.0,0.0,15,4479.6753396446275
iris_ge.5409,IRIS____0000000751156005,75115,Paris 15e Arrondissement,6005,751156005,Javel 5,H,0.05284354349372456,5,0,0.0,751156005,75115,2930.09882554329,2930.09882554329,94.61893865224567,55448.56820381952,0.0,0.0,15,4783.275697126658
iris_ge.5444,IRIS____0000000751156006,75115,Paris 15e Arrondissement,6006,751156006,Javel 6,H,0.04514493339593602,4,0,8052.628773656249,751156006,75115,1846.2809614711,1846.2809614711,88.60351979963455,40896.74793134823,0.0,0.17837281324643958,15,4590.151557521977
iris_ge.5460,IRIS____0000000751156007,75115,Paris 15e Arrondissement,6007,751156007,Javel 7,H,0.07415279243176745,6,0,3295.103864651758,751156007,75115,2747.37622005483,2747.37622005483,80.91401285421543,37050.20579748038,0.0,0.04443667941006788,15,5018.340995770906
iris_ge.5545,IRIS____0000000751156008,75115,Paris 15e Arrondissement,6008,751156008,Javel 8,H,0.06437229503931488,9,1,16351.896643806118,751156008,75115,1721.2059706615,1721.2059706615,139.81169996352187,26738.30363839423,15.53463332928021,0.25402071859981573,15,5051.459109891475
iris_ge.5733,IRIS____0000000751156009,75115,Paris 15e Arrondissement,6009,751156009,Javel 9,H,0.026477416399624126,4,0,0.0,751156009,75115,1584.05554310903,1584.05554310903,151.0721416178953,59826.66583479487,0.0,0.0,15,5131.179298455473
iris_ge.5759,IRIS____0000000751156010,75115,Paris 15e Arrondissement,6010,751156010,Javel 10,H,0.06896138395631621,6,1,6137.222992476107,751156010,75115,2794.07499721011,2794.07499721011,87.00521445162292,40516.515721030555,14.500869075270487,0.08899506709963578,15,5023.013223726542
iris_ge.5782,IRIS____0000000751156012,75115,Paris 15e Arrondissement,6012,751156012,Javel 12,H,0.09339771140063911,15,1,3110.0661939245365,751156012,75115,3839.67851201317,3755.6785806283,160.60350703515584,41111.055661122926,10.70690046901039,0.033299169190383976,15,4866.315127519688
iris_ge.5854,IRIS____0000000751156013,75115,Paris 15e Arrondissement,6013,751156013,Javel 13,H,0.06532477488425854,4,0,0.0,751156013,75115,2149.17413590336,2149.17413590336,61.232511050931905,32899.83225676988,0.0,0.0,15,4725.730717435828
iris_ge.5919,IRIS____0000000751197610,75119,Paris 19e Arrondissement,7610,751197610,Combat 10,H,0.040812430734148905,4,0,0.0,751197610,75119,1555.18507256701,1555.18507256701,98.00935470018668,38105.671350413904,0.0,0.0,19,3177.991948670852
iris_ge.6607,IRIS____0000000751020601,75102,Paris 2e Arrondissement,0601,751020601,Vivienne 1,H,0.11757288400403892,0,0,3419.6279844192813,751020601,75102,1624.89202226583,1624.89202226583,0.0,13820.295691734593,0.0,0.0290851756626282,02,1265.4545182505599
iris_ge.7114,IRIS____0000000751051807,75105,Paris 5e Arrondissement,1807,751051807,Jardin des Plantes 7,H,0.061697057040037105,5,0,1339.9133933992707,751051807,75105,2136.12880141677,2136.12880141677,81.0411426391918,34622.86377826046,0.0,0.021717622487726764,05,1651.8655508057357
iris_ge.9450,IRIS____0000000751082901,75108,Paris 8e Arrondissement,2901,751082901,Champs Élysées 1,H,0.11931999676109431,0,0,0.0,751082901,75108,1030.49881159615,803.500562275957,0.0,8636.43010030785,0.0,0.0,08,3165.533921593032
iris_ge.9463,IRIS____0000000751103702,75110,Paris 10e Arrondissement,3702,751103702,Saint-Vincent de Paul 2,H,0.055429293751955454,4,0,9.543014764301622,751103702,75110,1946.22376579826,1946.22376579826,72.1640080405839,35111.82687096028,0.0,0.00017216554854561827,10,3089.2901577898538
iris_ge.9474,IRIS____0000000751103805,75110,Paris 10e Arrondissement,3805,751103805,Porte Saint-Denis 5,H,0.07292728566723497,0,0,0.0,751103805,75110,2355.90573598164,2322.90562480749,0.0,32304.859757588783,0.0,0.0,10,2163.24091228534
iris_ge.9642,IRIS____0000000751103905,75110,Paris 10e Arrondissement,3905,751103905,Porte Saint-Martin 5,H,0.04805032452067191,0,0,0.0,751103905,75110,1872.40639315419,1872.40639315419,0.0,38967.61180767167,0.0,0.0,10,1821.0438141225422
iris_ge.9646,IRIS____0000000751010201,75101,Paris 1er Arrondissement,0201,751010201,Les Halles 1,H,0.07834125241773275,15,0,0.0,751010201,75101,2122.45844727039,2059.46042198018,191.47000510046365,27092.475314958916,0.0,0.0,01,665.6385636204612
iris_ge.9727,IRIS____0000000751104011,75110,Paris 10e Arrondissement,4011,751104011,Hôpital Saint-Louis 11,H,0.061047521266219804,2,0,0.0,751104011,75110,2065.21543280712,2049.54871336081,32.76136292705934,33829.636158379,0.0,0.0,10,3346.9443067489387
iris_ge.9797,IRIS____0000000751114101,75111,Paris 11e Arrondissement,4101,751114101,Folie Méricourt 1,H,0.049568314467193716,0,0,0.0,751114101,75111,2994.01373714878,2820.01320717309,0.0,60401.766114729144,0.0,0.0,11,3028.404453116633
iris_ge.9812,IRIS____0000000751114112,75111,Paris 11e Arrondissement,4112,751114112,Folie Méricourt 12,H,0.0313566918337658,2,0,3.211404657256746,751114112,75111,1726.5030542774,1726.5030542774,63.7822385920935,55060.11486894964,0.0,0.00010241528903245501,11,2869.633172948075
iris_ge.9819,IRIS____0000000751114113,75111,Paris 11e Arrondissement,4113,751114113,Folie Méricourt 13,H,0.037093109795994124,3,1,2488.708727536829,751114113,75111,1393.78787385697,1350.78774288596,80.87755425467145,37575.38479579009,26.959184751557153,0.06709355837847808,11,2751.958780156281
iris_ge.9837,IRIS____0000000751114114,75111,Paris 11e Arrondissement,4114,751114114,Folie Méricourt 14,H,0.03547493741884766,3,1,0.0,751114114,75111,1512.63495362105,1500.63491707101,84.56674537799508,42639.53832424224,28.188915125998356,0.0,11,2619.0307365991935
iris_ge.9861,IRIS____0000000751114115,75111,Paris 11e Arrondissement,4115,751114115,Folie Méricourt 15,H,0.042244460463059866,2,0,0.0,751114115,75111,1967.51693709523,1967.51693709523,47.34348546713893,46574.55475885887,0.0,0.0,11,2457.0284525253323
iris_ge.9903,IRIS____0000000751114208,75111,Paris 11e Arrondissement,4208,751114208,Saint-Ambroise 8,H,0.059053073229018885,0,0,311.5148294590241,751114208,75111,2135.85966643287,2135.85966643287,0.0,36168.47607828311,0.0,0.005275167106899098,11,2029.347182796653
iris_ge.9914,IRIS____0000000751114209,75111,Paris 11e Arrondissement,4209,751114209,Saint-Ambroise 9,H,0.07697595435772868,1,1,0.0,751114209,75111,2560.15229425645,2560.15229425645,12.99106985218685,33259.117286921966,12.99106985218685,0.0,11,2035.638982007026
iris_ge.9916,IRIS____0000000751114210,75111,Paris 11e Arrondissement,4210,751114210,Saint-Ambroise 10,H,0.06323499016209302,2,2,2948.6408591073596,751114210,75111,2926.03988115192,2926.03988115192,31.62805900456871,46272.481005397065,31.62805900456871,0.046629893537564866,11,2340.045714662691
iris_ge.9942,IRIS____0000000751114211,75111,Paris 11e Arrondissement,4211,751114211,Saint-Ambroise 11,H,0.04038674252849263,0,0,0.0,751114211,75111,1849.35062508912,1849.35062508912,0.0,45791.032138440314,0.0,0.0,11,2423.758172575981
iris_ge.9987,IRIS____0000000751010202,75101,Paris 1er Arrondissement,0202,751010202,Les Halles 2,H,0.07004725868793907,15,0,293.78625873690913,751010202,75101,1665.70343619574,1665.70343619574,214.1411424367809,23779.709119188494,0.0,0.004194115005209962,01,446.2239799326033
iris_ge.9998,IRIS____0000000751114212,75111,Paris 11e Arrondissement,4212,751114212,Saint-Ambroise 12,H,0.0593994095080539,0,0,0.0,751114212,75111,1787.64789768467,1775.64786113462,0.0,30095.381629042706,0.0,0.0,11,2625.5497510457744
iris_ge.10007,IRIS____0000000751114213,75111,Paris 11e Arrondissement,4213,751114213,Saint-Ambroise 13,H,0.05362633894697923,1,0,0.0,751114213,75111,1837.77106946336,1837.77106946336,18.647553042707383,34269.93349817108,0.0,0.0,11,2810.7513570388824
iris_ge.10054,IRIS____0000000751114214,75111,Paris 11e Arrondissement,4214,751114214,Saint-Ambroise 14,H,0.03893700942920093,1,2,1856.3237218707395,751114214,75111,1608.83448620147,1572.83437655133,25.68250655763118,41318.902242012446,51.36501311526236,0.047675046160031584,11,2993.8868819398836
iris_ge.10058,IRIS____0000000751114304,75111,Paris 11e Arrondissement,4304,751114304,Roquette 4,H,0.03849422183743263,5,2,0.0,751114304,75111,1667.18407805308,1667.18407805308,129.8896239834595,43309.98260190503,51.955849593383796,0.0,11,3131.3598503380786
iris_ge.10127,IRIS____0000000751114305,75111,Paris 11e Arrondissement,4305,751114305,Roquette 5,H,0.08829213889332778,2,0,1626.0328214203828,751114305,75111,3348.54177841347,3321.54169617587,22.652073277059774,37925.70686795899,0.0,0.01841650731085938,11,3006.052714689229
iris_ge.10197,IRIS____0000000751010203,75101,Paris 1er Arrondissement,0203,751010203,Les Halles 3,H,0.08977679434496669,43,0,886.4553753224598,751010203,75101,2372.58504426367,2366.58523233127,478.96564266677655,26427.598151333284,0.0,0.009873992291552105,01,647.2355445773273
iris_ge.10205,IRIS____0000000751114306,75111,Paris 11e Arrondissement,4306,751114306,Roquette 6,H,0.06775515307497257,0,2,672.3314086107054,751114306,75111,2728.61212547508,2728.61212547508,0.0,40271.65465120875,29.518050055719836,0.009922956086701714,11,2886.3368107467372
iris_ge.10221,IRIS____0000000751114307,75111,Paris 11e Arrondissement,4307,751114307,Roquette 7,H,0.05706763160460083,0,0,24.052346900682473,751114307,75111,2636.90176401851,2636.90176401851,0.0,46206.60941895338,0.0,0.0004214709148494496,11,2721.5790619647
iris_ge.10269,IRIS____0000000751114308,75111,Paris 11e Arrondissement,4308,751114308,Roquette 8,H,0.03997247344466059,0,0,0.0,751114308,75111,1501.14326866365,1339.142775238,0.0,37554.4253157586,0.0,0.0,11,2621.4877470834585
iris_ge.10276,IRIS____0000000751114309,75111,Paris 11e Arrondissement,4309,751114309,Roquette 9,H,0.04621866703225924,0,0,1067.1845287774543,751114309,75111,1443.34734819379,1443.34734819379,0.0,31228.666702706436,0.0,0.023089902788252018,11,2504.7773672812555
iris_ge.10334,IRIS____0000000751010204,75101,Paris 1er Arrondissement,0204,751010204,Les Halles 4,H,0.06621181806514288,27,0,0.0,751010204,75101,2000.00952000007,1997.00961403387,407.7821873647374,30206.231733923225,0.0,0.0,01,818.7088195096251
iris_ge.10359,IRIS____0000000751114310,75111,Paris 11e Arrondissement,4310,751114310,Roquette 10,H,0.04551128085459781,1,1,0.0,751114310,75111,1857.4301377051,1857.4301377051,21.972574298553813,40812.52170509835,21.972574298553813,0.0,11,2358.718731082415
iris_ge.10367,IRIS____0000000751114311,75111,Paris 11e Arrondissement,4311,751114311,Roquette 11,H,0.061626209281444626,0,2,13.680554428951364,751114311,75111,1724.71037824716,1724.71037824716,0.0,27986.637477091463,32.45372420792708,0.00022199247022436147,11,2214.191427765789
iris_ge.10411,IRIS____0000000751114312,75111,Paris 11e Arrondissement,4312,751114312,Roquette 12,H,0.07515938101751292,7,1,2700.183258509431,751114312,75111,1571.18720861876,1571.18720861876,93.13541310789836,20904.73853493627,13.305059015414052,0.035926097606901,11,2011.7039821278602
iris_ge.10414,IRIS____0000000751114313,75111,Paris 11e Arrondissement,4313,751114313,Roquette 13,H,0.05119882515787412,2,0,0.0,751114313,75111,2014.21980982353,1949.21961184411,39.063396353976884,39341.133387584254,0.0,0.0,11,2069.290589742776
iris_ge.10433,IRIS____0000000751114314,75111,Paris 11e Arrondissement,4314,751114314,Roquette 14,H,0.056215112680120506,0,0,0.0,751114314,75111,2057.32424757012,2057.32424757012,0.0,36597.351663721856,0.0,0.0,11,2351.0192939353856
iris_ge.10438,IRIS____0000000751114315,75111,Paris 11e Arrondissement,4315,751114315,Roquette 15,H,0.06386450681095698,1,3,906.056797992576,751114315,75111,2022.60023660436,2022.60023660436,15.658149572188256,31670.17702949442,46.974448716564766,0.014187172863865715,11,2323.12468945405
iris_ge.10479,IRIS____0000000751114316,75111,Paris 11e Arrondissement,4316,751114316,Roquette 16,H,0.044814985798895646,0,0,0.0,751114316,75111,1905.52492834167,1849.52475777478,0.0,42519.81551199391,0.0,0.0,11,2567.28463708409
iris_ge.10487,IRIS____0000000751114317,75111,Paris 11e Arrondissement,4317,751114317,Roquette 17,H,0.058836086860624665,0,0,102.95644272888346,751114317,75111,1988.87253747569,1988.87253747569,0.0,33803.616854857806,0.0,0.0017498859666308943,11,2715.2694498379446
iris_ge.10494,IRIS____0000000751114318,75111,Paris 11e Arrondissement,4318,751114318,Roquette 18,H,0.04157528337941753,0,1,0.0,751114318,75111,2071.70381596786,2071.70381596786,0.0,49830.179076866814,24.052752470114612,0.0,11,2842.728502194324
iris_ge.10507,IRIS____0000000751114319,75111,Paris 11e Arrondissement,4319,751114319,Roquette 19,H,0.05862635431977643,9,0,17966.60655877991,751114319,75111,1956.70818981253,1956.70818981253,153.5145772651947,33375.914510046096,0.0,0.30645955675124137,11,3076.3439139089846
iris_ge.10533,IRIS____0000000751114320,75111,Paris 11e Arrondissement,4320,751114320,Roquette 20,H,0.04985967618266553,3,0,0.9711304844123354,751114320,75111,2127.32792573478,2069.32774907621,60.16886248938366,42666.300477787256,0.0,1.9477272191951453e-05,11,3054.201700535859
iris_ge.10556,IRIS____0000000751114321,75111,Paris 11e Arrondissement,4321,751114321,Roquette 21,H,0.0506443839490888,10,1,0.0,751114321,75111,1865.49925802435,1812.49909659497,197.45525999590959,36835.26410153745,19.74552599959096,0.0,11,3288.378780185492
iris_ge.10608,IRIS____0000000751114401,75111,Paris 11e Arrondissement,4401,751114401,Sainte-Marguerite 1,H,0.07027026263616769,2,0,0.0,751114401,75111,2047.51155334009,2047.51155334009,28.461541553576204,29137.667578408164,0.0,0.0,11,4059.7976481433116
iris_ge.10703,IRIS____0000000751010301,75101,Paris 1er Arrondissement,0301,751010301,Palais Royal 1,H,0.19671973809013146,31,1,0.0,751010301,75101,2501.00282837913,2465.00395678472,157.58459370150578,12713.532727627162,5.083373990371155,0.0,01,1061.8156088597855
iris_ge.10805,IRIS____0000000751041504,75104,Paris 4e Arrondissement,1504,751041504,Arsenal 4,H,0.09825087910164755,14,0,12694.127987075548,751041504,75104,1914.9267736034,1914.9267736034,142.4923637122473,19490.174450472565,0.0,0.12920116443887047,04,1710.2022533830764
iris_ge.11227,IRIS____0000000751114402,75111,Paris 11e Arrondissement,4402,751114402,Sainte-Marguerite 2,H,0.07021161489243676,13,0,3676.6989052528834,751114402,75111,2297.10064222043,2297.10064222043,185.1545505671081,32716.818232133774,0.0,0.052365964105590454,11,3834.241119778665
iris_ge.11242,IRIS____0000000751114403,75111,Paris 11e Arrondissement,4403,751114403,Sainte-Marguerite 3,H,0.04729223443855386,2,2,0.0,751114403,75111,2146.06900331111,2142.06899112776,42.29024117265112,45378.88786158893,42.29024117265112,0.0,11,3433.016207905995
iris_ge.11378,IRIS____0000000751124809,75112,Paris 12e Arrondissement,4809,751124809,Quinze-Vingts 9,H,0.060657932729358245,3,0,0.0,751124809,75112,2130.51850681439,2130.51850681439,49.45766967340134,35123.49351436479,0.0,0.0,12,2708.9170735980456
iris_ge.11484,IRIS____0000000751010401,75101,Paris 1er Arrondissement,0401,751010401,Place Vendôme 1,H,0.10173102768496763,0,0,0.0,751010401,75101,1045.02870060668,1039.02888867428,0.0,10272.467745463458,0.0,0.0,01,1532.11509814905
iris_ge.11533,IRIS____0000000751124810,75112,Paris 12e Arrondissement,4810,751124810,Quinze-Vingts 10,H,0.07171397561635744,10,1,1035.4666367130599,751124810,75112,3124.67603867035,2697.00859401749,139.44283403692756,43571.36822794739,13.944283403692756,0.014438840237395478,12,2862.8321338501255
iris_ge.11542,IRIS____0000000751134907,75113,Paris 13e Arrondissement,4907,751134907,Salpêtrière 7,H,0.062330821464738013,5,2,0.0,751134907,75113,1933.70732328152,1896.04071911359,80.21713628190534,31023.292776198417,32.08685451276214,0.0,13,2381.9021004794104
iris_ge.11891,IRIS____0000000751062301,75106,Paris 6e Arrondissement,2301,751062301,Notre-Dame des Champs 1,H,0.06214969602730249,2,2,0.0,751062301,75106,1383.73599201187,1383.73599201187,32.18036656400372,22264.56572537365,32.18036656400372,0.0,06,1834.49235902539
iris_ge.11946,IRIS____0000000751062311,75106,Paris 6e Arrondissement,2311,751062311,Notre-Dame des Champs 11,H,0.0735969573410465,7,0,7.168818120893393,751062311,75106,1613.34796566065,1577.34768165931,95.1126276533712,21921.394904743618,0.0,9.740644694961051e-05,06,1220.8519934714618
iris_ge.12007,IRIS____0000000751062401,75106,Paris 6e Arrondissement,2401,751062401,Saint-Germain des Prés 1,H,0.06854188530554622,13,0,0.0,751062401,75106,1907.58522289657,1907.58522289657,189.66504848894309,27830.941830574557,0.0,0.0,06,904.5624867274533
iris_ge.12092,IRIS____0000000751072504,75107,Paris 7e Arrondissement,2504,751072504,Saint-Thomas d'Aquin 4,H,0.10908152919536304,5,0,0.0,751072504,75107,1235.50540822134,1229.50538250392,45.83727453109949,11326.440116259942,0.0,0.0,07,1467.884162186844
iris_ge.12113,IRIS____0000000751072505,75107,Paris 7e Arrondissement,2505,751072505,Saint-Thomas d'Aquin 5,H,0.10257892018789276,7,0,0.0,751072505,75107,1552.09289636953,1545.09286636588,68.24014122178487,15130.719776797976,0.0,0.0,07,1265.5637053795263
iris_ge.12144,IRIS____0000000751072506,75107,Paris 7e Arrondissement,2506,751072506,Saint-Thomas d'Aquin 6,H,0.15420464678116463,7,0,0.0,751072506,75107,2335.80745457032,2329.8074288529,45.394222198335314,15147.45180075616,0.0,0.0,07,967.5177452742181
iris_ge.12344,IRIS____0000000751145302,75114,Paris 14e Arrondissement,5302,751145302,Montparnasse 2,H,0.16858254176370324,12,0,5400.091618061899,751145302,75114,1731.85573164763,1620.85559116088,71.18174797020214,10273.043184240967,0.0,0.03203233004774026,14,2328.430150202889
iris_ge.12516,IRIS____0000000751145404,75114,Paris 14e Arrondissement,5404,751145404,Parc de Montsouris 4,H,0.10585595700022532,0,1,41.435237123978965,751145404,75114,1977.99321196368,1928.99314994701,0.0,18685.705254730914,9.446799484301781,0.0003914303766947265,14,3527.834929378247
iris_ge.12565,IRIS____0000000751145405,75114,Paris 14e Arrondissement,5405,751145405,Parc de Montsouris 5,H,0.08524902643671974,0,0,1236.9848465304074,751145405,75114,3171.78304755001,3171.78304755001,0.0,37206.091144095604,0.0,0.014510251884795657,14,3126.9726134784105
iris_ge.12572,IRIS____0000000751145406,75114,Paris 14e Arrondissement,5406,751145406,Parc de Montsouris 6,H,0.10346144026796185,4,1,10.64731511630382,751145406,75114,3760.17083407407,3383.15074905743,38.661746730377295,36343.69311248081,9.665436682594324,0.000102910950096264,14,2818.4431248353117
iris_ge.12610,IRIS____0000000751145505,75114,Paris 14e Arrondissement,5505,751145505,Petit Montrouge 5,H,0.09964944529447974,2,2,5084.034552285623,751145505,75114,3641.64640731725,3626.64638833255,20.070357582921677,36544.57279270962,20.070357582921677,0.051019195714150783,14,3565.43171632305
iris_ge.12693,IRIS____0000000751145506,75114,Paris 14e Arrondissement,5506,751145506,Petit Montrouge 6,H,0.06694715920448699,8,0,4032.210390574055,751145506,75114,2485.47801158169,2485.47801158169,119.49722878553176,37125.96682392323,0.0,0.06022974594422828,14,3670.4171891882374
iris_ge.12718,IRIS____0000000751145507,75114,Paris 14e Arrondissement,5507,751145507,Petit Montrouge 7,H,0.04727561753509747,3,1,0.0,751145507,75114,1727.38476374079,1727.38476374079,63.45765864978488,36538.59756476746,21.152552883261627,0.0,14,3533.2795229861363
iris_ge.12790,IRIS____0000000751145508,75114,Paris 14e Arrondissement,5508,751145508,Petit Montrouge 8,H,0.08144189793344796,1,1,0.0,751145508,75114,3162.64579387056,3136.64576096376,12.27869223795806,38833.15436060915,12.27869223795806,0.0,14,3590.2678873136256
iris_ge.12796,IRIS____0000000751145509,75114,Paris 14e Arrondissement,5509,751145509,Petit Montrouge 9,H,0.026713598202565032,0,0,0.0,751145509,75114,1828.39926781793,1828.39926781793,0.0,68444.514810527,0.0,0.0,14,3396.344218885152
iris_ge.12802,IRIS____0000000751145510,75114,Paris 14e Arrondissement,5510,751145510,Petit Montrouge 10,H,0.04785651209920346,4,0,92.63799720622592,751145510,75114,1918.4857970132,1876.48574385605,83.58319118008973,40088.291287010274,0.0,0.0019357448577571497,14,3194.846102354136
iris_ge.12939,IRIS____0000000751020701,75102,Paris 2e Arrondissement,0701,751020701,Mail 1,H,0.05376205606704944,17,0,32.96670251251425,751020701,75102,1723.65773756558,1723.65773756558,316.20814462152305,32060.85971518495,0.0,0.0006131964609277549,02,1025.6736955730435
iris_ge.12952,IRIS____0000000751145511,75114,Paris 14e Arrondissement,5511,751145511,Petit Montrouge 11,H,0.058181809087175844,5,1,0.0,751145511,75114,1792.50506421809,1792.50506421809,85.93751343325067,30808.685607082392,17.187502686650134,0.0,14,3203.6747775030876
iris_ge.12979,IRIS____0000000751145512,75114,Paris 14e Arrondissement,5512,751145512,Petit Montrouge 12,H,0.0619965975898368,1,0,0.0,751145512,75114,1983.16117382111,1883.16104725648,16.129917428951483,31988.225982037,0.0,0.0,14,3159.259841590765
iris_ge.13031,IRIS____0000000751020702,75102,Paris 2e Arrondissement,0702,751020702,Mail 2,H,0.08396196244581816,9,1,0.3764440911178813,751020702,75102,2022.71309858804,1922.3777054956,107.1913964112955,24090.826841896716,11.91015515681061,4.483507533078517e-06,02,1157.186835371684
iris_ge.13066,IRIS____0000000751020801,75102,Paris 2e Arrondissement,0801,751020801,Bonne Nouvelle 1,H,0.07868127264564091,18,0,0.478749129647796,751020801,75102,1999.81522976858,1954.48096577997,228.77108357241644,25416.66094770994,0.0,6.084664286048753e-06,02,1295.442187062899
iris_ge.13097,IRIS____0000000751020703,75102,Paris 2e Arrondissement,0703,751020703,Mail 3,H,0.09156945471739333,5,0,80.83138431191497,751020703,75102,1861.49570075188,1861.49570075188,54.6033610818288,20328.784380085366,0.0,0.000882733052865513,02,1385.2920237822257
iris_ge.13232,IRIS____0000000751145513,75114,Paris 14e Arrondissement,5513,751145513,Petit Montrouge 13,H,0.06772039368561476,7,0,0.0,751145513,75114,2683.89656778889,2602.11074999138,103.36620357667748,39632.02842925891,0.0,0.0,14,3260.8126270492644
iris_ge.13279,IRIS____0000000751020802,75102,Paris 2e Arrondissement,0802,751020802,Bonne Nouvelle 2,H,0.035285690217300006,6,0,19.222197756086405,751020802,75102,1763.58589321679,1763.58589321679,170.04060181479167,49980.20110577665,0.0,0.0005447590124413118,02,1005.8432348035102
iris_ge.13341,IRIS____0000000751020803,75102,Paris 2e Arrondissement,0803,751020803,Bonne Nouvelle 3,H,0.04932570326176139,6,0,461.80029020847985,751020803,75102,1902.54212995483,1902.54212995483,121.64043497077438,38571.00870632151,0.0,0.009362264695098222,02,1137.4696448322165
iris_ge.13354,IRIS____0000000751145514,75114,Paris 14e Arrondissement,5514,751145514,Petit Montrouge 14,H,0.070423787550516,25,2,9682.044984777893,751145514,75114,1623.64647668157,1623.64647668157,354.9936870701131,23055.369970223557,28.399494965609044,0.13748259390100004,14,2940.7970505911467
iris_ge.13390,IRIS____0000000751020804,75102,Paris 2e Arrondissement,0804,751020804,Bonne Nouvelle 4,H,0.07049407727814312,1,1,0.0,751020804,75102,1970.45406456376,1957.12045750828,14.185588897835714,27952.051301970932,14.185588897835714,0.0,02,1379.8388022612298
iris_ge.13394,IRIS____0000000751145616,75114,Paris 14e Arrondissement,5616,751145616,Plaisance 16,H,0.05864363341448287,1,1,0.0,751145616,75114,2904.54466139974,2821.54455635109,17.052149428262332,49528.72958724999,17.052149428262332,0.0,14,3371.2445112027926
iris_ge.13411,IRIS____0000000751020805,75102,Paris 2e Arrondissement,0805,751020805,Bonne Nouvelle 5,H,0.047884394122874825,4,0,501.83927686179993,751020805,75102,2134.70758452179,2134.70758452179,83.53452253641782,44580.44470697438,0.0,0.010480226095667912,02,1498.2120038347093
iris_ge.13426,IRIS____0000000751145617,75114,Paris 14e Arrondissement,5617,751145617,Plaisance 17,H,0.044460070778400654,0,0,10654.836039433716,751145617,75114,2404.54288435981,2099.54249833766,0.0,54083.19964996484,0.0,0.239649551898824,14,3393.6600958950316
